food,characteristic,p_values
GROUP_ICE_TEA_BOTTLE_SUGAR_TOTAL_GRAMS,right_hand,0.7360031524280948
SUP_VITD,belly,0.7360102511113074
LYS_G,mathReading,0.7360479159869995
DT_TFOL,cat,0.736071415311788
SODACAFFEINE,Dems,0.7360865423046243
WHOLEGRAINCRACKERSFREQ,Dems,0.7361297446907863
VITAMINAAMOUNT,rash,0.7362033587216935
FOLICACIDAMOUNT,neutralCable,0.7362054006732035
ZINCYEARS,neutralCable,0.7362126856811417
GROUP_WHITE_RICE_DISHES_WITH_TOTAL_GRAMS,Dems,0.7362149066126515
ORANGESQUAN,cat,0.7362564520780068
BIKESWIMFREQ,cat,0.7362564520780079
MK4,readingMath,0.73626252185155
DT_MOIS,cat,0.7362802255131276
TOCTRG,unfavCable,0.7363131387935405
VEGETABLESOUPFREQ,smoke_often,0.7363864573365172
GROUP_RAISINS_DRIED_FRUIT_TOTAL_GRAMS,readingMath,0.7364248926079641
F18D1T,diabetes,0.7364486116382494
GROUP_STEAK_ROAST_FAT_OFF_TOTAL_GRAMS,quit_smoking,0.7365182243675803
PHE_G,cat,0.7366077885767028
DT_IRON,diabetes,0.7367249665843008
METMINRECR,atheist,0.7367338551248357
JOBSTANDFREQ,right_hand,0.7367473285647186
DDZEIN,noCrash,0.7367655653671381
DT_LYCO,ever_smoked,0.7367828810977797
DT_LYCO,never_smoked,0.7367828810977797
DT_PROT_ANIMAL,currently_smoke,0.7368113363336278
EGGROLLFREQ,left_hand,0.7368366714549847
EGGROLLFREQ,yesCrash,0.7368366714549848
VITAMINB12YEARS,Jewish,0.7368515531000004
BREAKFASTSANDWICHFREQ,quit_smoking,0.7369323929499184
APPLESQUAN,heart_disease,0.737038845903528
BANANASQUAN,cat,0.737038845903534
GROUP_ICE_CREAM_FROZEN_YOGURT_LOW_FAT_TOTAL_GRAMS,belly,0.7371449014908666
PHYSTR,noCrash,0.7371458546867062
GROUP_CARROTS_CARROT_MIXES_TOTAL_GRAMS,neutralCable,0.7372874886384198
ICEDTEATYPE,rash,0.737294817602362
BANANASFREQ,cat,0.7372963654089256
GROUP_WATER_BOTTLED_OR_TAP_TOTAL_GRAMS,cat,0.7373225494797495
VITAMINEQUAN,Jewish,0.7373376848299574
VITAMINEQUAN,smoke_often,0.7373376848299692
LEMONADETYPE,currently_smoke,0.7373481723661403
STARCH,belly,0.7374462604744376
GROUP_SWEET_POTATO_YAM_TOTAL_GRAMS,currently_smoke,0.7374467062273533
ALA_G,uhCrash,0.7374537609390781
V_STARCHY_POTATO,favCable,0.7374913755023619
PSVEGPOT,favCable,0.7374913755023619
THEAFLAVIN,diabetes,0.7375411783629957
SALMONFREQ,dog,0.7376192330413899
F15D0,smoke_rarely,0.7376438529023742
CHOLNGPC,smoke_rarely,0.7377034760466094
COOKINGFATPAMORNONE,belly,0.7377840401325455
BEEFPORKDISHQUAN,dog,0.7378606626886974
SUP_ZINC,left_hand,0.7379264464415569
GROUP_OTHER_CRACKERS_PRETZELS_LOW_FAT_TOTAL_GRAMS,currently_smoke,0.7379656790041691
BEEFPORKDISHQUAN,cancer,0.7380641321378624
GROUP_COFFEE_BOTH_KINDS_TOTAL_GRAMS,smoke_often,0.7380863866541243
GROUP_HIGH_PROTEIN_DRINKS_LOW_CARB_TOTAL_GRAMS,smoke_rarely,0.7381510622234428
JOBLIFTTIME,cat,0.7381941741568789
GROUP_HIGH_PROTEIN_DRINKS_LOW_CARB_TOTAL_GRAMS,cancer,0.7382271480769437
BRISKWALKFREQ,dog,0.7382788512226206
CEREALBARSQUAN,cat,0.7383951474630996
CHEERIOSHONNUTTYPE,cat,0.7383951474631003
OTHERSOUPQUAN,yesCrash,0.7383951474631013
DT_TRFAT,cat,0.7383983265048353
ADD_SUGARS,quit_smoking,0.7384596489977193
GROUP_OTHER_FRESH_FRUIT_FRUIT_SALAD_TOTAL_GRAMS,diabetes,0.738498431873498
GROUP_LOW_FAT_1_PCT_MILK_TOTAL_GRAMS,right_hand,0.7385478485535215
ZINCAMOUNT,uhCrash,0.7386249707577195
EXERGYMTIME,belly,0.7386675242833105
CYAD,Jewish,0.7386945416967583
OTHERCRACKERSFREQ,cancer,0.7387205370486842
BEANSFREQ,cancer,0.7387254070920979
SLICEDCHEESEQUAN,mathReading,0.7387270823993264
GROUP_BROWN_RICE_DISHES_WITH_TOTAL_GRAMS,currently_smoke,0.7387556570159
TOCPHD,noCrash,0.7388767847525748
GROUP_LUNCH_MEATS_POULTRY_LOW_FAT_TOTAL_GRAMS,dog,0.7389135671791358
SLICEDCHEESEFREQ,left_hand,0.7389550813627526
CORNQUAN,yesCrash,0.7392210837582152
CALCIUMQUAN,quit_smoking,0.7392531133904907
DT_ATOC,unfavCable,0.7392641650777831
CHICKENSKINTYPE,uhCrash,0.7392768843219766
GROUP_GRANOLA_TOTAL_GRAMS,smoke_often,0.7393012554889884
SLOWWALKFREQ,noCrash,0.7394176143549275
DT_ATOC,cat,0.739498108406423
DT_LYCO,currently_smoke,0.7395261726406966
GROUP_OTHER_FRESH_FRUIT_FRUIT_SALAD_TOTAL_GRAMS,yesCrash,0.7395330147936503
GROUP_HOT_TEA_DECAF_TOTAL_GRAMS,smoke_rarely,0.7395967200295848
GROUP_SAUSAGE_BACON_TOTAL_GRAMS,smoke_rarely,0.7396321475956833
WHITERICEQUAN,ever_smoked,0.7396922989978998
WHITERICEQUAN,never_smoked,0.7396922989979
WHOLEGRAINCEREALFREQ,uhCrash,0.7397331245214619
GROUP_CORN_BREAD_HUSH_PUPPIES_TOTAL_GRAMS,uhCrash,0.739762873037815
DT_M181,uhCrash,0.7397975128804073
PASTRIESQUAN,rash,0.7398212623094399
GROUP_SUGARYBEVG_TOTAL_FREQUENCY,rash,0.739884331618172
GROUP_REFRIED_BEANS_HUMMUS_TOTAL_GRAMS,right_hand,0.7398849867438027
GROUP_PORK_FAT_ON_TOTAL_GRAMS,noCrash,0.7399063256657415
DONUTSQUAN,readingMath,0.7399982744729798
LATINO,diabetes,0.7400264842117541
GROUP_CHEESE_FULL_FAT_TOTAL_GRAMS,neutralCable,0.7400741242999853
GROUP_YOGURT_PLAIN_NON_FAT_TOTAL_GRAMS,uhCrash,0.7401004950056854
GROUP_POULTRY_UNCOATED_TOTAL_GRAMS,favCable,0.7401864521782215
MODMINS,right_hand,0.7401953961908367
SUP_CA,smoke_rarely,0.7402091353249944
WATERQUAN,left_hand,0.7403162635598173
MODMINS,smoke_often,0.7404015429716247
COFFEEDRINKSQUAN,cancer,0.7404559090476139
TOCTRG,left_hand,0.7404721356576275
F22D1T,ever_smoked,0.7405002159607386
F22D1T,never_smoked,0.7405002159607387
RIBSFREQ,quit_smoking,0.740552696557691
MK4,currently_smoke,0.7406704457185413
CHOLNSM,currently_smoke,0.7407575542048811
BCOMPLEXTYPEVITSAMOUNT,cancer,0.7407624767308874
F18D1TN7,heart_disease,0.7408301133362255
DT_NIAC,yesCrash,0.7408653394292042
GROUP_OTHER_EGGS_OR_OMELETS_TOTAL_GRAMS,Dems,0.7408855580195721
FRUS,favCable,0.741015605228531
GROUP_LIQUOR_COCKTAILS_TOTAL_GRAMS,cat,0.7411432503409993
GREENBEANSQUAN,neutralCable,0.7411494058616392
SHELLFISHQUAN,uhCrash,0.7411494058616398
BROWNRICEFREQ,right_hand,0.7411946364713109
GROUP_BEER_REGULAR_TOTAL_GRAMS,neutralCable,0.7412593903330625
COFFEESUGARTEASPOONS,yesCrash,0.7412689240381922
MAYOTYPE,Jewish,0.741270151394786
DT_S080,rash,0.7413456247243648
PORKCHOPSFREQ,left_hand,0.7413612379367742
PORKCHOPSFREQ,yesCrash,0.7413612379367744
OTHERFISHFREQ,cancer,0.7413861811624625
GROUP_VEAL_LAMB_GOAT_GAME_TOTAL_GRAMS,heart_disease,0.7414099243563377
F20D2CN6,cancer,0.7414306623597411
MN,diabetes,0.7414808759283529
DT_SFAT,uhCrash,0.7415031513848389
NIACIN_EQUIV_NE,Jewish,0.7415121898442627
GROUP_YOGURT_PLAIN_FULL_FAT_TOTAL_GRAMS,heart_disease,0.7415585057021352
THEAFLV33D,diabetes,0.7416000410904706
GROUP_SHREDDED_WHEAT_TOTAL_GRAMS,smoke_rarely,0.7416630604636578
GROUP_COOKIES_REGULAR_TOTAL_GRAMS,quit_smoking,0.7416990169823865
GROUP_VEGETABLE_SOUP_TOTAL_GRAMS,noCrash,0.7417584305286347
FOLICACIDAMOUNT,right_hand,0.7417615413958881
GROUP_EGG_ROLLS_WANTONS_DUMPLINGS_SAMOSAS_TOTAL_GRAMS,ever_smoked,0.7417818526339565
GROUP_EGG_ROLLS_WANTONS_DUMPLINGS_SAMOSAS_TOTAL_GRAMS,never_smoked,0.7417818526339567
SUP_B12,Jewish,0.7418029029953022
ROASTCHICKENQUAN,yesCrash,0.7418700359954729
OTHERFISHQUAN,mathReading,0.7418991627322806
SHELLFISHFREQ,smoke_often,0.7419241206649088
FRIESQUAN,Jewish,0.7419241206649104
FRIESQUAN,smoke_often,0.741924120664915
OTHERCANDIESFREQ,neutralCable,0.7419604123414633
IRONAMOUNT,Jewish,0.7419629830336415
IRONAMOUNT,smoke_often,0.7419629830336416
GROUP_REGULAR_KOOLAID_TOTAL_GRAMS,smoke_rarely,0.7419630191555054
FATRNM,readingMath,0.7420821860950757
V_REDOR_TOTAL,dog,0.7421460440511449
PSVEGORN,dog,0.7421460440511449
GROUP_DRINKS_WITH_SOME_JUICE_TOTAL_GRAMS,cat,0.7421841568610461
EPICATEC,Jewish,0.7422009060453648
GROUP_WATER_BOTTLED_OR_TAP_TOTAL_GRAMS,yesCrash,0.7422256677166075
WEEDYARDFREQ,rash,0.7422479166842708
CHOLNSM,ever_smoked,0.7422779634147132
CHOLNSM,never_smoked,0.7422779634147134
GROUP_MIXED_DISH_WITH_BEEF_PORK_TOTAL_GRAMS,smoke_rarely,0.7424059123458161
A_NUT_S,rash,0.7425005649988992
PICKLESQUAN,belly,0.7425565776589884
SLOWWALKTIME,currently_smoke,0.7425565776589906
SLOWWALKTIME,belly,0.7425565776589926
GROUP_YOGURT_SWEET_NON_FAT_TOTAL_GRAMS,cat,0.7427592803777157
SUP_B6,smoke_rarely,0.7427971039804513
CHILDCAREFREQ,dog,0.7428101224303781
DT_CARB,quit_smoking,0.7428766955375266
GROUP_PIZZA_PIZZA_POCKETS_TOTAL_GRAMS,currently_smoke,0.7428851059436301
VEALLAMBGAMEQUAN,uhCrash,0.7428943044203385
CORNBREADQUAN,uhCrash,0.7428943044203395
EGGSFREQ,uhCrash,0.7429426331427129
BUTTERFREQ,readingMath,0.7429544842619893
BCOMPLEXTYPEVITSYEARS,Jewish,0.7429688219261297
BCOMPLEXTYPEVITSYEARS,smoke_often,0.7429688219261299
ZINCAMOUNT,Jewish,0.743057109973021
GROUP_HIGH_PROTEIN_BAR_TOTAL_GRAMS,Jewish,0.7430926018314359
SUP_SE,yesCrash,0.7431156319472487
GROUP_MAYO_LIGHT_LOW_FAT_TOTAL_GRAMS,smoke_often,0.7432705467511396
GROUP_MAYO_LIGHT_LOW_FAT_TOTAL_GRAMS,Jewish,0.7432705467511397
GROUP_RIBS_SPARERIBS_BBQ_TOTAL_GRAMS,yesCrash,0.7433543160912768
CYS_G,noCrash,0.7433878196122411
JOBWALKFREQ,cat,0.7434149560166088
AA_BEV,cat,0.74342267003549245
GROUP_ICE_TEA_BOTTLE_SUGAR_TOTAL_GRAMS,smoke_rarely,0.7434460970526475
PELARGDIN,Dems,0.7435264476965164
ICEDTEAQUAN,mathReading,0.7435857787262286
TOCPHD,unfavCable,0.7436084851400849
GROUP_COFFEE_DECAF_TOTAL_GRAMS,currently_smoke,0.7436296265022397
GROUP_COFFEE_DECAF_TOTAL_GRAMS,belly,0.7436296265022404
PRO_G,readingMath,0.743733726413213
VEGGIESFREQ,belly,0.7437530553510346
D_MILK,Jewish,0.7438167802455724
GROUP_CHOCOLATE_CANDY_TOTAL_GRAMS,yesCrash,0.7438319295561321
DRIEDFRUITFREQ,left_hand,0.7438323604089667
VITD_IU,left_hand,0.7438588260230461
GROUP_VEAL_LAMB_GOAT_GAME_TOTAL_GRAMS,smoke_often,0.7439694362912517
OTHERFISHQUAN,neutralCable,0.7439707366111037
V_REDOR_TOMATO,atheist,0.7441539679072964
ASH,smoke_often,0.74418678646693
GROUP_ANY_OTHER_VEGETABLE_TOTAL_GRAMS,Dems,0.7442462217102366
VIGMINS,noCrash,0.7442576618140029
DT_TFAT,dog,0.7442672412461422
PELARGDIN,noCrash,0.7443416710747356
EATFISH,mathReading,0.7443553330647645
BOTHKINDSCOFFEETYPE,mathReading,0.7443553330647671
CARROTSQUAN,mathReading,0.7443553330647674
ORANGEJUICEFREQ,favCable,0.7443830190167912
PAC_1,yesCrash,0.7444290324245666
PF_SEAFD_LOW,readingMath,0.7444436035399931
GROUP_SODA_SUGAR_NO_CAFFEINE_TOTAL_GRAMS,right_hand,0.7444604596202948
GROUP_OTHER_NOODLES_PASTA_MIX_TOTAL_GRAMS,unfavCable,0.7445342058973894
GROUP_STEAK_ROAST_TOTAL_GRAMS,dog,0.7445551623290076
GROUP_BROCCOLI_BRUSSEL_SPROUTS_CHINESE_BROCCOLI_TOTAL_GRAMS,heart_disease,0.7445556448764605
SUCS,uhCrash,0.7445801433881867
BUTTERFREQ,yesCrash,0.7445876645943472
GROUP_SALAD_DRESSING_FAT_FREE_TOTAL_GRAMS,diabetes,0.7445899159267215
FOLICACIDAMOUNT,yesCrash,0.7446240250994085
DT_PROT_VEGETABLE,readingMath,0.7446894512120659
DT_VITD,left_hand,0.7447154191238933
DELPH,quit_smoking,0.7447314345686042
YOGURTFREQ,cancer,0.7447951709615808
GROUP_LIQUOR_COCKTAILS_TOTAL_GRAMS,Dems,0.7448478127726963
DT_VITK,left_hand,0.744867480997371
GROUP_BAGELS_WHOLEGRAIN_TOTAL_GRAMS,smoke_rarely,0.7449568804226692
GROUP_DONUTS_TOTAL_GRAMS,favCable,0.7450708309431107
GROUP_CEREAL_GRANOLA_BARS_TOTAL_GRAMS,heart_disease,0.7451141074297247
F_JUICE,uhCrash,0.7451276524830616
SODAFREQ,uhCrash,0.7452710134199354
DT_CAFFN,rash,0.7453496363926138
TOCPHB,uhCrash,0.7453535383870993
VITA_IU,unfavCable,0.7453685539005659
GROUP_GRITS_CREAM_OF_WHEAT_MUSH_TOTAL_GRAMS,smoke_often,0.7453830742614351
COOKIESTYPE,Dems,0.7454844388623254
GROUP_HOT_TEA_DECAF_TOTAL_GRAMS,quit_smoking,0.7454932560408778
GREENBEANSQUAN,smoke_often,0.7455418334114614
SHELLFISHQUAN,smoke_often,0.7455418334114645
ADSUG_NA,quit_smoking,0.7455848581925727
GROUP_ICE_TEA_BOTTLE_SUGAR_TOTAL_GRAMS,smoke_often,0.7455877596169587
GROUP_ICE_TEA_BOTTLE_SUGAR_TOTAL_GRAMS,Jewish,0.7455877596169593
DT_PROT,readingMath,0.7456035202745801
GROUP_SALAD_DRESSING_FAT_FREE_TOTAL_GRAMS,right_hand,0.7456208524008925
B_CAROTENE_EQUIV,yesCrash,0.7456576452043653
SODATYPE,currently_smoke,0.7456594833359035
SODATYPE,belly,0.7456594833359038
GROUP_WHITE_POTATOES_NOT_FRIED_TOTAL_GRAMS,heart_disease,0.745674428204558
OMEGASUPPFREQ,cancer,0.7456915535074837
TORTILLASFREQ,left_hand,0.74570331201636
BANANASFREQ,cancer,0.7458038614288311
EPICATEC,readingMath,0.7459841112787828
OTHERRICHSAUCESFREQ,smoke_rarely,0.7459884245547741
GROUP_LATTE_CAPPUCCINO_SOY_MILK_TOTAL_GRAMS,right_hand,0.746006037367994
GROUP_FROSTED_MINI_WHEATS_TOTAL_GRAMS,unfavCable,0.7460212864777651
GROUP_MILKY_COFFEE_DRINK_ANY_KIND_TOTAL_GRAMS,smoke_rarely,0.7460372992470251
CHILDCARETIME,cat,0.7460910347076247
BROCCOLIFREQ,unfavCable,0.7461505563487778
ROASTCHICKENFREQ,uhCrash,0.7462252213093221
GROUP_ALCOHOLICBEVERAGES_TOTAL_KCAL,yesCrash,0.7463035390179048
T_FLAVONOIDS,right_hand,0.7463991098512756
GROUP_CORN_FLAKES_CORN_PUFFS_TOTAL_GRAMS,smoke_rarely,0.7464086000382222
PASTRIESQUAN,neutralCable,0.7464086000382222
GROUP_FROSTED_FLAKES_TOTAL_GRAMS,right_hand,0.74640900941179
GROUP_BREAD_MULTI_GRAIN_TOTAL_GRAMS,Dems,0.7465290912198977
GROUP_SOLID_COUNT,Dems,0.7465312547582669
CYAD,neutralCable,0.7465906697600828
SUP_OLEIC,atheist,0.746667383513598
GROUP_TURKEY_BURGER_THE_MEAT_TOTAL_GRAMS,smoke_rarely,0.7467248723180246
ICEDTEAFREQ,belly,0.7467433312049147
BREAKFASTSANDWICHFREQ,cancer,0.7467544075046264
FATOILFREQ,smoke_often,0.7468297649214692
NIACIN_EQUIV_NE,quit_smoking,0.7469795260948644
OTHERPIESQUAN,dog,0.7470343298226845
MAYOFREQ,mathReading,0.7471102294002576
OTHERFISHFREQ,unfavCable,0.7471290169784774
DRIEDFRUITFREQ,noCrash,0.7471511395705649
PANCAKEFREQ,neutralCable,0.747172241029213
FATOILFREQ,mathReading,0.7472706258501494
OTHERCHICKENDISHQUAN,quit_smoking,0.7474020066128697
OMEGASUPPYEARS,favCable,0.7475719312569303
B_CAROTENE_EQUIV,unfavCable,0.7475732880018269
F22D0,unfavCable,0.747610828895253
GROUP_AVOCADO_GUACAMOLE_TOTAL_GRAMS,cancer,0.7476368670540345
DT_THIA,Dems,0.7476566999773051
GROUP_ALCOHOLICBEVERAGES_TOTAL_FREQUENCY,currently_smoke,0.7476853564345429
PEONIDIN,Dems,0.7476951104196843
GROUP_FRENCH_FRIES_FRIED_POTATOES_TOTAL_GRAMS,currently_smoke,0.7477209990606251
AVOCADOFREQ,yesCrash,0.7477623647682703
G_WHOLE,favCable,0.7477832350249847
PSGWHL,favCable,0.7477832350249847
FRIEDORBREADEDCHICKENFREQ,uhCrash,0.747855011093997
GROUP_CHOCOLATE_CANDY_TOTAL_GRAMS,mathReading,0.7478612389290243
DT_ATAD,readingMath,0.7480136539212989
FRIEDORBREADEDCHICKENQUAN,heart_disease,0.7480433663864616
WINEFREQ,smoke_often,0.7480859194306311
NARING,readingMath,0.7481606702548936
ORANGEJUICEQUAN,cat,0.7481713768036086
TACOFREQ,left_hand,0.748217347962896
DT_PROT,atheist,0.7482240015721962
COLDCEREALQUAN,noCrash,0.7482528253488574
REGULARCOFFEETYPE,Jewish,0.7482528253488582
COOKINGFATBUTTER,Jewish,0.7482528253488588
COOKINGFATBUTTER,smoke_often,0.7482528253488607
F16D1T,cat,0.7482731390910835
GROUP_OTHER_WHOLE_GRAIN_CEREAL_TOTAL_GRAMS,Jewish,0.7483818387542294
GROUP_OTHER_WHOLE_GRAIN_CEREAL_TOTAL_GRAMS,smoke_often,0.7483818387542296
GROUP_VEGETABLE_SOUP_TOTAL_GRAMS,uhCrash,0.7483829350302837
GALCATEGC,currently_smoke,0.7484369199853742
D_YOGURT,diabetes,0.748478495256574
CRACKERSTYPE,smoke_often,0.7485050228632515
GROUP_RIBS_SPARERIBS_BBQ_TOTAL_GRAMS,right_hand,0.7486255808010758
GROUP_CORN_TOTAL_GRAMS,Jewish,0.7486772537954782
GLU_G,mathReading,0.7488025174167556
GROUP_ICE_CREAM_REGULAR_TOTAL_GRAMS,ever_smoked,0.7488575070002936
GROUP_ICE_CREAM_REGULAR_TOTAL_GRAMS,never_smoked,0.7488575070002937
OTHERFRESHFRUITFREQ,cat,0.748906967837409
HOTDOGTYPE,unfavCable,0.7489069678374091
RAWTOMATOESFREQ,noCrash,0.7489128777995941
T_FLAVAN3OLS,left_hand,0.7489801706573103
SUP_VITA,yesCrash,0.7489858427557745
GROUP_YOGURT_SWEET_NON_FAT_TOTAL_GRAMS,cancer,0.7490083962841049
GROUP_RAW_TOMATOES_TOTAL_GRAMS,quit_smoking,0.7490431376662463
COOKIESQUAN,neutralCable,0.7490697086420524
DT_S120,Dems,0.7490745014224066
GROUP_EGG_ROLLS_WANTONS_DUMPLINGS_SAMOSAS_TOTAL_GRAMS,Jewish,0.7491551690761993
MACANDCHEESEQUAN,Dems,0.7492377426291696
GROUP_COOKIES_REGULAR_TOTAL_GRAMS,right_hand,0.749287504837902
FRIESFREQ,Dems,0.74928752358695
PEONIDIN,rash,0.7492975105444405
VAL_G,noCrash,0.7493375545052122
GROUP_HAMBURGER_PATTY_TOTAL_GRAMS,readingMath,0.7493867947569736
GLY_G,smoke_often,0.749462747809212
VITA_IU,yesCrash,0.7494996058202085
GROUP_GRAVY_RICH_SAUCE_PEANUT_SAUCE_MOLE_TOTAL_GRAMS,diabetes,0.7496325366845282
GROUP_COOK_FAT_OLIVE_OIL_TOTAL_GRAMS,unfavCable,0.7497202630601902
BROWNRICEQUAN,readingMath,0.7497394291069568
GLUS,rash,0.749759978735809
D_YOGURT,neutralCable,0.7498491939225844
VITAMINB12AMOUNT,Jewish,0.7498823460118653
BCOMPLEXTYPEVITSAMOUNT,favCable,0.7499237032213293
A_BEV_KC,yesCrash,0.7499438871265592
WINETYPE,diabetes,0.750012767133561
GROUP_CHICKEN_OR_TURKEY_MIXED_DISH_TOTAL_GRAMS,left_hand,0.7502290273444114
PF_EGGS,smoke_often,0.7503008094529762
PSEGGS,smoke_often,0.7503008094529762
VITAMINDQUAN,Jewish,0.7503025191781345
F18D3I,smoke_rarely,0.7503065381683924
BOTHKINDSHOTTEATYPE,rash,0.7503166770023577
GROUP_BAGELS_MULTIGRAIN_TOTAL_GRAMS,smoke_often,0.7503465326849198
GROUP_BAGELS_MULTIGRAIN_TOTAL_GRAMS,Jewish,0.7503465326849204
FRIESFREQ,noCrash,0.7503994722757142
GROUP_GATORADE_POWERADE_TOTAL_GRAMS,currently_smoke,0.7505197779333641
JOBLIFTTIME,Dems,0.750555227828805
ORANGEJUICEFREQ,dog,0.7507173467035905
SOLID_FATS,unfavCable,0.7507783452775952
DT_MFAT,uhCrash,0.7508510849303207
GROUP_GREEN_SALAD_RAW_SPINACH_TOTAL_GRAMS,dog,0.7509851016743334
LENTILSOUPFREQ,cat,0.7510069175216799
NIACIN_EQUIV_NE,cancer,0.7510214432244842
GROUP_MAYO_REGULAR_TOTAL_GRAMS,rash,0.7510313557697857
WEEDYARDFREQ,favCable,0.7511021322295001
TOCPHD,cat,0.7511236538338707
T_ANTHOCYADNS,yesCrash,0.7511489106731151
GROUP_COOK_FAT_OLIVE_OIL_TOTAL_GRAMS,ever_smoked,0.7511509248989299
GROUP_COOK_FAT_OLIVE_OIL_TOTAL_GRAMS,never_smoked,0.7511509248989299
D_SOY,belly,0.751241031283477
GREENBEANSFREQ,diabetes,0.7512475184950034
VITAMINDAMOUNT,readingMath,0.751286441956504
CHOCAL,atheist,0.7512877757061676
CRACKERSTYPE,cancer,0.75129839379049
GROUP_SANDWICH_BUNS_MIX_TOTAL_GRAMS,neutralCable,0.7512993231555927
GROUP_CHEX_WHEAT_TOTAL_GRAMS,smoke_rarely,0.7513675374054064
FRIEDORBREADEDFISHFREQ,yesCrash,0.7513907968731837
FRIEDORBREADEDFISHFREQ,left_hand,0.7513907968731839
SWEETPOTATOESQUAN,smoke_rarely,0.7514304864770077
GROUP_HOT_TEA_DECAF_TOTAL_GRAMS,mathReading,0.7515468498121947
THEARBIGN,left_hand,0.7515488451396685
DT_NIAC,uhCrash,0.7515701370036088
GROUP_CANNED_FRUIT_APPLESAUCE_WITH_CANNED_CITRUS_TOTAL_GRAMS,Dems,0.751579718979122
PF_CUREDMEAT,ever_smoked,0.7516231236381348
PF_CUREDMEAT,never_smoked,0.7516231236381348
GROUP_SUGARYBEVG_TOTAL_KCAL,yesCrash,0.7516354884214739
GROUP_YOGURT_SWEET_LOW_FAT_TOTAL_GRAMS,belly,0.7516567218242418
HOTTEAQUAN,Jewish,0.7517363236099159
GROUP_ANY_OTHER_VEGETABLE_TOTAL_GRAMS,readingMath,0.7517476554245957
GROUP_WHOLE_GRAIN_CRACKERS_LOW_FAT_TOTAL_GRAMS,diabetes,0.7517713216196327
FATRNP,dog,0.7517748149370784
GROUP_BEER_NON_ALCOHOLIC_TOTAL_GRAMS,smoke_rarely,0.7518011182158929
F18D1C,quit_smoking,0.751821346328756
WHOLEGRAINCEREALFREQ,noCrash,0.751823753363831
T_FLAVAN3OLS,heart_disease,0.7518280276611448
GROUP_OATMEAL_SQUARES_OAT_BRAN_TOTAL_GRAMS,heart_disease,0.7518417414537409
THEAFLV3G,Jewish,0.7518428231658969
GROUP_HOT_TEA_CAFFEINE_TOTAL_GRAMS,Jewish,0.7518474520611387
GROUP_MUSTARD_BBQ_SAUCE_SOY_SAUCE_ETC_TOTAL_GRAMS,unfavCable,0.7518911546844582
BROWNRICEFREQ,Dems,0.7519271509172955
OTHERVEGGIESFREQ,mathReading,0.7519602812801871
IRONYEARS,dog,0.752020107309831
BARBECUESAUCEFREQ,yesCrash,0.7520775106760529
GROUP_OYSTERS_TOTAL_GRAMS,left_hand,0.752188927941488
OTHERCHIPSFREQ,noCrash,0.7522003917586856
BANANASFREQ,Dems,0.7522206646513487
V_STARCHY_OTHER,readingMath,0.7523350836289315
VEALLAMBGAMEFREQ,left_hand,0.7523659223025128
GROUP_AVOCADO_GUACAMOLE_TOTAL_GRAMS,atheist,0.752462185923966
V_TOTAL,dog,0.752479309534326
OTHERNUTSFREQ,rash,0.7524823037917023
FLD,readingMath,0.7525671368577982
COLDCEREALFREQ,smoke_rarely,0.7526244133591338
MILKONCEREALQUAN,belly,0.752727583467898
SOMEJUICEQUAN,belly,0.752727583467898
MINERALSYESORNO,belly,0.752727583467898
GROUP_ICE_CREAM_LOW_SUGAR_TOTAL_GRAMS,currently_smoke,0.7527275834679119
GROUP_COOK_FAT_OTHER_OIL_COCONUT_VARIOUS_NFS_VEGETABLE_OILS_TOTAL_GRAMS,currently_smoke,0.7527275834679119
GROUP_LIFE_TOTAL_GRAMS,belly,0.7527275834679121
GROUP_COOK_FAT_MARGARINE_STICK_TOTAL_GRAMS,currently_smoke,0.7527275834679121
GROUP_GRAPE_NUTS_TOTAL_GRAMS,belly,0.7527275834679124
SPECIALKFLAVSTYPE,currently_smoke,0.7527275834679125
COOKINGFATSTICKMARG,currently_smoke,0.7527275834679125
COOKINGFATLOWFATMARG,currently_smoke,0.7527275834679125
COOKINGFATOTHER,currently_smoke,0.7527275834679125
ANTIOXIDANTCOMBOYEARS,currently_smoke,0.7527275834679125
GROUP_CHEX_OTHER_TOTAL_GRAMS,belly,0.7527275834679126
ALLBRANORIGTYPE,currently_smoke,0.7527275834679126
APPLEJACKSTYPE,currently_smoke,0.7527275834679126
CAPNCRUNCHTYPE,currently_smoke,0.7527275834679126
CINNTOASTCRTYPE,currently_smoke,0.7527275834679126
COCOAKRISPIESTYPE,currently_smoke,0.7527275834679126
KASHIGOLNORHR2HRTYPE,currently_smoke,0.7527275834679126
OTHERFIBERCEREALTYPE,currently_smoke,0.7527275834679126
COOKINGFATSOFTTUBMARG,currently_smoke,0.7527275834679126
VITAMINAYEARS,currently_smoke,0.7527275834679126
OMEGA3DONTKNOWTYPE,currently_smoke,0.7527275834679126
BLACK,currently_smoke,0.7527275834679126
SUP_LZ,currently_smoke,0.7527275834679126
GROUP_APPLE_JACKS_COOKIE_CRISP_TOTAL_GRAMS,currently_smoke,0.7527275834679126
GROUP_CINNAMON_TOAST_CRUNCH_TOTAL_GRAMS,currently_smoke,0.7527275834679126
GROUP_COCOA_KRISPIES_PEBBLES_PUFFS_TOTAL_GRAMS,currently_smoke,0.7527275834679126
